Empresa,Yhaguy,,,,,,,,,
,,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,ESTADO,SALDO,COSTO,MAYORISTA,DOLARES,MINORISTA,AUTOCENTRO
ZM 4078004,PRISIONERO RUEDA TRAS.SC 112/3 C/TUERCA 22X115mm,REPUESTOS,ZM,A,0,"11299,091",17401,"4,579",26102,25443
ZM 4078012,PRISIONERO RUEDA ZM,REPUESTOS,ZM,A,0,"14770,909",20310,"5,345",30465,0
ZM 4078013,PRISIONERO COMPLETO DELANTERO SC SERIE G/P/R,REPUESTOS,ZM,A,0,9000,12672,"3,335",19008,19008
ZM 4078014,PRISIONERO COMPLETO TRASERO SC SERIE G/P/R,REPUESTOS,ZM,A,0,"9072,262",13608,"3,581",20412,19776
ZM 41803,PRISIONERO RUEDA TRAS.709 CAPUCHON ZM,REPUESTOS,ZM,A,0,"7363,636",10125,"2,664",15188,15188
ZM 459,AUTOMATICO ARRANQUE SC124 24V,REPUESTOS,ZM,A,0,"13587,41",199836,0,299754,299754
ZM 501,AUTOMATICO ARRANQUE BANDEIRANTE,REPUESTOS,COMPRA LOCAL,A,0,"77270,909",106248,0,159372,159372
ZM 5308,ALTERNADOR 24V 55A P/ MB 1318  ZM,REPUESTOS,COMPRA LOCAL,A,0,"954545,455",1312500,"345,395",1968750,1968750
ZM 531,AUTOMATICO ARRANQUE MB 12V ZM 531,REPUESTOS,ZM,A,0,"84743,636",125844,"34,343",188800,0
ZM 536,AUTOMATICO ARRANQUE MB 24V ZM,REPUESTOS,ZM,A,0,"84743,636",125900,0,188800,0
ZM 8010102,MOTOR DE ARRANQUE 24V COMPLETO SC 111/112/113 MOD. VIEJO,REPUESTOS,ZM,A,0,"2545454,545",3500000,0,5250000,5250000
ZM 8010202,MOTOR DE ARRANQUE 12V,REPUESTOS,ZM,A,0,1180000,1622500,"426,974",2433750,2109168
ZM 8010301,MOTOR DE ARRANQUE 24V MB 1214/1418,REPUESTOS,ZM,A,0,"941590,909",1294688,"340,707",1942032,0
ZM 8013501,MOTOR DE ARRANQUE SC 124 24V COMPLETO,REPUESTOS,ZM,A,0,"2065222,727",2839681,"747,284",4259522,0
ZM 815,AUTOMATICO ARRANQUE 711/915 SISTEMA DELCO,REPUESTOS,ZM,A,0,"166348,182",237878,"62,599",356817,320316
ZM 816,AUTOMATICO ARRANQUE MB 12V OM904 712/814,REPUESTOS,ZM,A,0,"125921,818",173143,"45,564",259715,0
ZM 817,AUTOMATICO ARRANQUE MB 12V OM904 DELCO,REPUESTOS,ZM,A,0,"103027,273",141662,"37,279",212493,0
ZM 831,AUTOMATICO ARRANQUE MB 12V PICUDO,REPUESTOS,ZM,A,0,"183795,455",0,0,275693,275693
ZM 832,AUTOMATICO ARRANQUE MB 24V PICUDO,REPUESTOS,SACHS,A,0,"200022,727",275031,"72,377",412547,379079
ZM 833,AUTOMATICO ARRANQUE SC 124 - 24V (4) BULONES,REPUESTOS,ZM,A,0,"191457,273",293462,"77,227",440193,462999
ZM 842,AUTOMATICO ARRANQUE MB ACTROS,REPUESTOS,ZM,A,0,185180,254623,"67,006",381935,0
ZM 8937000,TORPEDO ARRANQUE 24V SERIE 5 G/P/R/T,REPUESTOS,ZM,A,0,"164099,091",225636,"59,378",338454,0
ZM 8937500,TAPA ARRANQUE TRAS. 24V SC SERIE 5,REPUESTOS,ZM,A,0,"40638,182",55877,"14,704",83816,0
ZM 898,AUTOMATICO ARRANQUE MB OM500,REPUESTOS,ZM,A,0,"138477,273",190406,"50,107",285609,0
ZM 901,AUTOMATICO ARRANQUE SC 24V ZM CHICO,REPUESTOS,ZM,A,0,101550,139631,"36,745",209447,180972
ZM 9010102,ALTERNADOR 12V 55AMP.ZM,REPUESTOS,ZM,A,0,"769318,182",1057812,"278,372",1586718,1659375
ZM 9010202,ALTERNADOR 24V/45A SC,REPUESTOS,ZM,A,0,"878818,182",1208375,"317,993",1812563,1908750
ZM 9010602,ALTERNADOR 24V 80 AMP. OM904/914/712,REPUESTOS,ZM,A,0,"572372,727",818500,0,1227800,0
ZM 902,AUTOMATICO ARRANQUE SC 24V ZM GRANDE,REPUESTOS,ZM,A,0,"109852,727",151048,"39,749",226572,219602
ZM 9912200,TAPA ALTERNADOR TRAS.SC 124,REPUESTOS,ZM,A,0,50140,68943,"18,143",103415,0
ZM 9916002,TAPA ALTERNADOR DEL.SC 124 24V 80 AMP.,REPUESTOS,ZM,A,0,"65650,909",90270,"23,755",135405,0
ZM 9916202,TAPA ALTERNADOR TRAS.SC 124 80 AMP.,REPUESTOS,ZM,A,0,"40352,727",55485,"14,601",83228,0
ZM C-1-639,AUTOMATICO ARRANQUE 24V OM904 CHINO,REPUESTOS,ZM,A,0,"80009,091",110012,"28,951",165018,0
ZM C-3-639,AUTOMATICO ARRANQUE SC124 SERIES P/R/T CHINO,REPUESTOS,ZM,A,0,"80131,818",110181,"28,995",165272,0
ZM-4002005,PRISIONERO RUEDA TRAS.1113 20X90,REPUESTOS,ZM,A,0,"7997,917",11997,"3,157",17996,18528
ZM-4002224,PRISIONERO RUEDA TRAS.M/N 22X100 TUERCA 32M ALTA,REPUESTOS,ZM,A,0,"11612,727",17884,0,26826,19776
ZM-810,AUTOMATICO 24V ZM 810 1722,REPUESTOS,COMPRA LOCAL,A,0,"20006,22",0,0,"366562,5",0
ZOC BSX561,CARBON ARRANQUE PICUDO ZOCCHIO,REPUESTOS,RODAFUSO,A,0,10403,0,0,0,0
