Empresa,Yhaguy,,,,,,,,
,,,,,,,,,
CODIGO,DESCRIPCION,FAMILIA,MARCA,APLICACION,MODELO,GRUPO,LINEA,PESO,VOLUMEN
IC 133370298,REPARO PERNO PUNTA EJE 1113 S/PERNO,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1113,MASA,PESADA,0,0
IC 133370598,"REPARO PERNO PUNTA EJE 1313 S/PERNO C/BUJE,CALCE",REPUESTOS,IRMA CESTARI,MERCEDES BENZ,1313,MASA,PESADA,0,0
IC 132114000,PASTILLA HORQUILLA CAJA M/N,REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,CAJA,PESADA,0,0
IC 133371998,"REPARO PERNO PUNTA M/N S/PERNO C/BUJE,CALCE",REPUESTOS,IRMA CESTARI,MERCEDES BENZ,OM366,MASA,PESADA,0,0
KNO B64516,TAPA CIL.TRISTOP INTERMEDIO 16X24,REPUESTOS,KNORR,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
KNO I757910062,CARCAZA CILINDRO TRISTOP 14X24,REPUESTOS,KNORR,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
KNO I77096,CILINDRO COMB.TRISTOP 16X24 (I),REPUESTOS,KNORR,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
KNO II32581,FILTRO SECADOR VALVULA APU C/SOPORTE,REPUESTOS,KNORR,MERCEDES BENZ,VARIOS,MYF,PESADA,0,0
KS 90.738.971,KIT MOTOR SC P93 SUECO ARO CONICO 115mm.,REPUESTOS,KS,SCANIA,P93,MOTOR,PESADA,0,0
MEC TI-3870,TERMINAL DIR.24mm 1113 (D),REPUESTOS,MEC-PAR,MERCEDES BENZ,1113,SYD,PESADA,0,0
MEC TI-3869,TERMINAL DIR.24mm 1113 (I),REPUESTOS,MEC-PAR,MERCEDES BENZ,1113,SYD,PESADA,0,0
MEC TI-3868,TERMINAL DIR.28mm 1313 (I),REPUESTOS,MEC-PAR,MERCEDES BENZ,1313,SYD,PESADA,0,0
MEC TI-3867,TERMINAL DIR.28mm 1313 (D),REPUESTOS,MEC-PAR,MERCEDES BENZ,1313,SYD,PESADA,0,0
MEC TI-3871,TERMINAL DIR.30mm (D),REPUESTOS,MEC-PAR,MERCEDES BENZ,OM366,SYD,PESADA,0,0
MEC TI-3872,TERMINAL DIR.30mm (I),REPUESTOS,MEC-PAR,MERCEDES BENZ,OM366,SYD,PESADA,0,0
ARA 53111,ARANDELA AJUSTE PICO INYECTOR SC,REPUESTOS,RODAFUSO,Sin Color,VARIOS,MOTOR,Sin linea,0,0
WIL W01.093,RELOJ MARCADOR TEMP.A GAS WILLTEC,REPUESTOS,RODAFUSO,Sin Color,VARIOS,ELE,Sin linea,0,0
SAB 80266,JGO.JUNTA MOTOR GM CORSA 1.4 NAF.C/RETEN,REPUESTOS,SABO,GM,1.4,MOTOR,LIVIANA,0,0
SAB 10906 EFPSG,JGO.JUNTA MOTOR MONZA 1.6 NAF.,REPUESTOS,SABO,GM,1.6,MOTOR,PESADA,0,0
SAB 80268,JGO.JUNTA MOTOR GM CORSA 1.6 NAF.C/RETEN,REPUESTOS,SABO,GM,1.6,MOTOR,LIVIANA,0,0
SAB 10306 EFPSG,JGO.JUNTA MOTOR MONZA 1.8 NAF.84/86,REPUESTOS,SABO,GM,1.8,MOTOR,LIVIANA,0,0
SAB 10826 EF,JUNTA BALANCIN GM/CHEVETTE 1.4/1.6,REPUESTOS,SABO,GM,1.4/1.6,MOTOR,LIVIANA,0,0
SAB 02371 BAG,RETEN RULEMAN CAJA CORSA,REPUESTOS,SABO,GM,VARIOS,CAJA,LIVIANA,0,0
SAB 00049 BAGE,RETEN CAJA OPALA 69 38X60.3X12.7,REPUESTOS,SABO,GM,VARIOS,CAJA,LIVIANA,0,0
SAB 01849 BAG,RETEN MASA TRAS.CHEVETTE,REPUESTOS,SABO,GM,VARIOS,MASA,LIVIANA,0,0
SAB 01850 BRGE,RETEN MASA DEL.CHEVETTE,REPUESTOS,SABO,GM,VARIOS,MASA,LIVIANA,0,0
SAB 71206 EFPSD,JGO.JUNTA MOTOR MWM D229 4CIL.,REPUESTOS,SABO,NWM,D-229,MOTOR,PESADA,0,0
SAB 80019,JUNTA,REPUESTOS,SABO,Sin Color,VARIOS,OTROS,PESADA,0,0
SAB 78478,BULON TAPA MOTOR MB OM904/906/924/926,REPUESTOS,SABO,MERCEDES BENZ,124,MOTOR,PESADA,0,0
SAB 48907 EFPSD,JGO.JUNTA MOTOR 355/5,REPUESTOS,SABO,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
SAB 01135 BRGS,RETEN CIGUE�AL ROJO DOBLE LABIO FUSCA/ZF MB,REPUESTOS,SABO,MERCEDES BENZ,OM366,CAJA ZF,PESADA,0,0
SAB 11306 EFPSG,JGO.JUNTA MOTOR FORD 1.6 CORCEL//DEL REY NAF.S/RETEN,REPUESTOS,SABO,FORD,1.6,MOTOR,LIVIANA,0,0
SAB 11301 FPSG,JUNTA TAPA MOTOR FORD 1.6 NAF.,REPUESTOS,SABO,FORD,1.6,MOTOR,LIVIANA,0,0
SAB 46808 F,JUNTA ESCAPE CHT/VW/FORD 1.6/1.8/2.0,REPUESTOS,SABO,FORD,1.6/1.8/2.0,MOTOR,LIVIANA,0,0
SAB 11226 F,JUNTA BALANCIN CORCEL/ESCORT,REPUESTOS,SABO,FORD,VARIOS,MOTOR,LIVIANA,0,0
SAB 01765 BRGE,RETEN SALIDA CAJA CORCEL/DEL REY,REPUESTOS,SABO,FORD,VARIOS,CAJA,LIVIANA,0,0
SAB 07683 GAG,RETEN MASA TRAS.FORD COURIER/FIESTA/KA,REPUESTOS,SABO,FORD,VARIOS,MASA,LIVIANA,0,0
SAB 01764 BAGG,RETEN MASA DEL.CORCEL,REPUESTOS,SABO,FORD,VARIOS,MASA,LIVIANA,0,0
SAB 80450,JGO.JUNTA MOTOR VW AE GOL 1000 NAF.,REPUESTOS,SABO,VOLKSWAGEN,1.0,MOTOR,LIVIANA,0,0
SAB 11001 FPSG4,JUNTA TAPA MOTOR VW GOL 1000 NAF.,REPUESTOS,SABO,VOLKSWAGEN,1.0,MOTOR,LIVIANA,0,0
SAB 46906 EFSG,JGO.JUNTA MOTOR VW 1.6 PST/GOL/VOYAGE NAF.,REPUESTOS,SABO,VOLKSWAGEN,1.6,MOTOR,LIVIANA,0,0
SAB 80224,JGO.JUNTA MOTOR VW 1.8 NAF.S/RETEN,REPUESTOS,SABO,VOLKSWAGEN,1.8,MOTOR,LIVIANA,0,0
SAB 46626 EF,JUNTA BALANCIN VW 1300/1500/1600 KOMBI 4mm,REPUESTOS,SABO,VOLKSWAGEN,1.3/1.5,MOTOR,LIVIANA,0,0
SAB 75943,JUNTA BALANCIN VW 1.6/1.8/2.0 C/ALMA METALICA,REPUESTOS,SABO,VOLKSWAGEN,1.6/1.8/2.0,MOTOR,LIVIANA,0,0
SAB 46306 EFSD1,JGO.JUNTA MOTOR VW DIESEL,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MOTOR,LIVIANA,0,0
SAB 00224 BRGE1,RETEN ARBOL LEVA KOMBI S/PEST 22X40X12/17,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MOTOR,LIVIANA,0,0
SAB 5699,RETEN BANCADA TRAS. VW,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MOTOR,LIVIANA,0,0
SAB 01942 BRGP,RETEN FRENTE MOTOR VW NEGRO,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MOTOR,LIVIANA,0,0
SAB 46580 F,JUNTA CAJA VW MOTOR DIESEL,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,CAJA,LIVIANA,0,0
SAB 01929 BRG,RETEN SALIDA CAJA PST/SANTANA,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,CAJA,LIVIANA,0,0
SAB 02068 BRG,RETEN CAJA GOL,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,CAJA,LIVIANA,0,0
SAB 02324 BRG,RETEN MASA DEL.KOMBI,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MASA,LIVIANA,0,0
SAB 01095 JOGO2,RETEN MASA TRAS.FUSCA (JGO-2),REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MASA,LIVIANA,0,0
SAB 01988 BRG,RETEN MASA TRAS.PST/VOY S/PEST.,REPUESTOS,SABO,VOLKSWAGEN,VARIOS,MASA,LIVIANA,0,0
SAB 78448,JGO.JUNTA TURBINA SC HW112/3 BASE MENOR,REPUESTOS,SABO,SCANIA,113,MOTOR,PESADA,0,0
SAB 79563,JGO.JUNTA TURBINA HW112/3 BASE MAYOR,REPUESTOS,SABO,SCANIA,113,MOTOR,PESADA,0,0
SAB 80412,JGO.JUNTA MOTOR SC112/113 PARCIAL,REPUESTOS,SABO,SCANIA,113,MOTOR,PESADA,0,0
SAB 79473,JGO.ANILLO DE CAMISA SC112/3,REPUESTOS,SABO,SCANIA,113,MOTOR,PESADA,0,0
SAB 99961,JUNTA TAPA MOTOR SC112/113,REPUESTOS,SABO,SCANIA,113,MOTOR,PESADA,0,0
SAB 51026 EF,JUNTA BALANCIN FIAT 1000/1300/1500,REPUESTOS,SABO,FIAT,1.0/1.3/1.5,MOTOR,LIVIANA,0,0
SAB 05073 BRAGF,RETEN CIGUE�AL FIAT TEMPRA 2.0,REPUESTOS,SABO,FIAT,2.0,MOTOR,LIVIANA,0,0
SAB 02004 BAGP,RETEN CIGUE�AL FIAT 147 L/VOLANTE  64X80X8,REPUESTOS,SABO,FIAT,147,MOTOR,LIVIANA,0,0
SAB 02005 BAGP,RETEN CIGUE�AL FIAT 147 L/DISTRIBUCION 40X56X7,REPUESTOS,SABO,FIAT,147,MOTOR,LIVIANA,0,0
SAB 51001 FPSG2,JUNTA TAPA MOTOR FIAT 147,REPUESTOS,SABO,FIAT,147,MOTOR,LIVIANA,0,0
SAB 80317,JGO.JUNTA MOTOR VOLVO N10/TD100A,REPUESTOS,SABO,VOLVO,N-10,MOTOR,PESADA,0,0
SAB 80308,JGO.JUNTA MOTOR VOLVO B58/B10M,REPUESTOS,SABO,VOLVO,B58,MOTOR,PESADA,0,0
SAB 80320,JGO.JUNTA MOTOR VOLVO NL10,REPUESTOS,SABO,VOLVO,NL 10,MOTOR,PESADA,0,0
RET 0634300302,RETEN P/CAJA ZF,REPUESTOS,SACHS,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
ZF 1290.395.195,EJE DE MANDO ZF S-680,REPUESTOS,SACHS,Sin Color,VARIOS,CYD,Sin linea,0,0
SIN 237100,FARO TRAS.REDONDO AMARILLO P/BUSSCAR,REPUESTOS,SACHS,Sin Color,VARIOS,ELE,Sin linea,0,0
BOS 2.006.209.436,BENDIX ARRAN.M/N 9D.BOSCH,REPUESTOS,SACHS,Sin Color,VARIOS,ELE,Sin linea,0,0
SAC 6249,KIT EMBRAGUE 1113 280mm A DIAFRAGMA,REPUESTOS,SACHS,MERCEDES BENZ,1113,EMBRAGUES,PESADA,0,0
SAC 6106,KIT EMBRAGUE 1113 280mm 3 PATITAS,REPUESTOS,SACHS,MERCEDES BENZ,1113,EMBRAGUES,PESADA,0,0
SAC 6343,KIT EMBRAGUE 914/915 362mm,REPUESTOS,SACHS,MERCEDES BENZ,915,EMBRAGUES,PESADA,0,0
SAC 5535,DISCO EMBRAGUE OM-457 430mm 1632/34 1938/44,REPUESTOS,SACHS,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
SAC 6012,"KIT EMBRAGUE M/N 350mm CARC.CHAPA(PLATO,DISCO Y COJIN.)",REPUESTOS,SACHS,MERCEDES BENZ,OM366,EMBRAGUES,PESADA,0,0
SAC 6585,KIT EMBRAGUE FORD CARGO 325mm C814 CUMMINS 2004/,REPUESTOS,SACHS,FORD,C814,EMBRAGUES,LIVIANA,0,0
SAC 1481,PLATO DE PRESION FORD CARGO VW OMNIBUS 350mm,REPUESTOS,SACHS,VOLKSWAGEN,2219/20,EMBRAGUES,LIVIANA,0,0
SAC 3375,RULEMAN COJIN.SC K112/3 420mm 3075,REPUESTOS,SACHS,SCANIA,112,EMBRAGUES,PESADA,0,0
PES F-58529,RODILLO EJE DE MANDO 608 PESARO,REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,CYD,Sin linea,0,0
GRA 2520,"CEPILLO L/PARABRISA 20"" M/V L608/708",REPUESTOS,SIEMENS VDO,Sin Color,VARIOS,LYA,Sin linea,0,0
VET VCE-2368,CAMPANA EMBRAGUE 709/912/914,REPUESTOS,VETORE,MERCEDES BENZ,709,EMBRAGUES,PESADA,0,0
WAB 423.003.915.0,"CILINDRO FRENO DEL.12"" 709",REPUESTOS,WABCO,MERCEDES BENZ,709,FRENOS,PESADA,0,0
WAB 961.722.223.0,VALVULA FRENO DE MANO NEGRA 4 SALIDAS 1620,REPUESTOS,WABCO,MERCEDES BENZ,1620,FRENOS,PESADA,0,0
WAB 961.723.031.0,VALVULA FRENO DE MANO ROJO C/CABLE OM904 PICUDO,REPUESTOS,WABCO,MERCEDES BENZ,1620,FRENOS,PESADA,0,0
WAB 961.723.214.0,VALVULA FRENO DE MANO ROJO C/CABLE 1938/1944,REPUESTOS,WABCO,MERCEDES BENZ,1938,FRENOS,PESADA,0,0
WAB 911.145.737.2,BRAZO BIELA COMPRESOR AIRE SERIE 911.153/5.,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,MOTOR,PESADA,0,0
WAB 463.069.003.0,PERILLA AYB 1941/1630,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,CAJA,PESADA,0,0
WAB 434.100.009.2,REPARO VALVULA IGLESIA DE FLUJO,REPUESTOS,WABCO,MERCEDES BENZ,VARIOS,FRENOS,PESADA,0,0
WAB 911.145.738.2,BRAZO BIELA COMPRESOR AIRE 0M904  SERIE 411.141/151,REPUESTOS,WABCO,MERCEDES BENZ,OM 904,MOTOR,PESADA,0,0
WAB 461.315.248.0,VALVULA PEDAL FRENO PICUDO OM 904 ELECTRONICO,REPUESTOS,WABCO,MERCEDES BENZ,OM 904,FRENOS,PESADA,0,0
WAB 411.151.693.4,CIGUE�AL COMPRESOR AIRE MB 914/1218/1418 OM904,REPUESTOS,WABCO,MERCEDES BENZ,OTROS,MOTOR,PESADA,0,0
WAB 475.010.015.0,VALVULA LIMITADORA PRESION SC,REPUESTOS,WABCO,SC/MB/FORD,112/3,FRENOS,PESADA,0,0
WAB 934.702.381.0,VALVULA 4 VIAS SC112/113,REPUESTOS,WABCO,SCANIA,112,FRENOS,PESADA,0,0
WAB 434.300.007.0,VALVULA DRENAJE AUTOMATICA SC113,REPUESTOS,WABCO,SCANIA,113,FRENOS,PESADA,0,0
WAB 973.011.050.0,VALVULA RELE SC113/114,REPUESTOS,WABCO,SCANIA,113,FRENOS,PESADA,0,0
WAB 461.315.100.0,VALVULA PEDAL FRENO SC113,REPUESTOS,WABCO,SCANIA,113,FRENOS,PESADA,0,0
WAB 961.710.054.0,VALVULA FRENO REMOLQUE SC112/113,REPUESTOS,WABCO,SCANIA,112/3,FRENOS,PESADA,0,0
WAB 973.009.100.0,VALVULA DISTRIB.AIRE SC113 /124,REPUESTOS,WABCO,SCANIA,113/124,FRENOS,PESADA,0,0
WAB 461.315.180.0,VALVULA PEDAL FRENO SC124,REPUESTOS,WABCO,SCANIA,124,FRENOS,PESADA,0,0
WAB 961.723.217.0,VALVULA FRENO DE MANO SC124,REPUESTOS,WABCO,SCANIA,124,FRENOS,PESADA,0,0
WAB 934.010.000.2,REPARO VALVULA RETENCION SC/VV/VW/FORD,REPUESTOS,WABCO,SCANIA,VARIOS,FRENOS,PESADA,0,0
WAB 911.501.625.2,PISTON COMPRESOR SOLO CON ARO OM904 STD,REPUESTOS,WABCO,MULTIPLES,VARIOS,MOTOR,PESADA,0,0
WAB 973.009.002.0,VALVULA DISTRIB.AIRE VOLVO N10/12,REPUESTOS,WABCO,VOLVO,N10/12,FRENOS,PESADA,0,0
WAB 961.723.215.0,VALVULA FRENO DE MANO VOLVO FH12,REPUESTOS,WABCO,VOLVO,FH12,FRENOS,PESADA,0,0
WAB 463.022.020.0,VALVULA ACCION EMBRAGUE VOLVO NL10/12,REPUESTOS,WABCO,VOLVO,NL10/NL12,EMBRAGUES,PESADA,0,0
WAB 434.300.003.0,VALVULA DRENAJE AUTOMATICA VL B10 NL10/12,REPUESTOS,WABCO,VOLVO,NL10/NL12,FRENOS,PESADA,0,0
WAB 961.710.055.0,VALVULA FRENO REMOLQUE VOLVO NL10/12,REPUESTOS,WABCO,VOLVO,NL10/NL12,FRENOS,PESADA,0,0
GOO 8PK-1665,CORREA 08 x 1665 GOODYEAR,REPUESTOS,NAKATA,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SIN 1116 VD,FARO CUADRADO CHICO VERDE SINASUL,REPUESTOS,NAKATA,Sin Color,VARIOS,ELE,Sin linea,0,0
ETE 7063VE,LUZ PILOTO UNIVERSAL VERDE,REPUESTOS,NAKATA,Sin Color,VARIOS,ELE,Sin linea,0,0
GRA 1672,"CEPILLO L/PARABRISA 26""",REPUESTOS,NAKATA,Sin Color,VARIOS,LYA,Sin linea,0,0
PRIO 1430344,MANGUERA FILTRO DE AIRE SC124,REPUESTOS,PRIORITY,SCANIA,124,AIRE,PESADA,0,0
PRIO 1673890,ENCHUFE CARRETA MAC/HEMB.REDON.,REPUESTOS,PRIORITY,SCANIA,CARRETA,ELE,PESADA,0,0
AMA 968,SOPORTE ELASTICO CABINA 1113/1518,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1113/1518,LYA,PESADA,0,0
AMA 1153,TANQUE AIRE 20 LTS.1618/1620,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1620,LYA,PESADA,0,0
AMA 1560,PARRILLA FRONTAL PICUDO 1620 SUP.A�O 2000,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1620,LYA,PESADA,0,0
AMA 1190,CERRADURA CAPOT PICUDO COMPLETO,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1620,LYA,PESADA,0,0
AMA 1500,PARAGOLPE DEL.COMPLETO PICUDO 1618,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1620,LYA,PESADA,0,0
AMA 1520,PARRILLA FRONTAL PICUDO 1620 INF.A�O2000,REPUESTOS,AMALCABURIO,MERCEDES BENZ,1620,LYA,PESADA,0,0
AMA 6038,ABRAZADERA SOPORTE GUARDABARRO TRAS.SC,REPUESTOS,AMALCABURIO,SCANIA,113,ACCESORIOS,PESADA,0,0
AMA 6037,SOPORTE GUARDABARRO TRAS.SC,REPUESTOS,AMALCABURIO,SCANIA,113,LYA,PESADA,0,0
AMA 6050,GUARDABARRO TRAS.SC124,REPUESTOS,AMALCABURIO,SCANIA,124,LYA,PESADA,0,0
REI R-344,PRECINTA TAPA BATERIA SC,REPUESTOS,SUPORTE REI,SCANIA,113,ACCESORIOS,PESADA,0,0
REI R-351,TOPE SUSPENSION SC K113 TRAS.,REPUESTOS,SUPORTE REI,SCANIA,113,SUSPENSION,PESADA,0,0
REI R-365,BUJE AMORT.SC TODOS SUP.DE GOMA,REPUESTOS,SUPORTE REI,SCANIA,113,SYD,PESADA,0,0
REI R-834,SOPORTE RADIADOR SC124,REPUESTOS,SUPORTE REI,SCANIA,124,MOTOR,PESADA,0,0
REI R-836,SOPORTE CAPOT SC124,REPUESTOS,SUPORTE REI,SCANIA,124,ACCESORIOS,PESADA,0,0
REI R-837,CA�ONERA SC124,REPUESTOS,SUPORTE REI,SCANIA,124,CAJA ZF,PESADA,0,0
FAL 12143,VENTILADOR PLASTICO 608/709 6 ALETAS AGUJ.34MM,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,608,MOTOR,PESADA,0,0
FAL 34160,LAMINA ACOPLE BOMBA INYECTORA ESTRELLA SC113,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,OM352,DIFERENCIAL,PESADA,0,0
FAL 06211,VASO FILTRO COMB.1/2 LT.352,REPUESTOS,FALSI & FALSI,MERCEDES BENZ,OM352,FIL,PESADA,0,0
FAL 34131,ANILLO TAPA RADIADOR ACEITE SC124,REPUESTOS,FALSI & FALSI,SCANIA,OM352,DIFERENCIAL,PESADA,0,0
META 160020002,BUJE PERNO PUNTA EJE ALTO 608/708,REPUESTOS,METALAUTO,MERCEDES BENZ,608,DIFERENCIAL,PESADA,0,0
META 160020000,BUJE PERNO PUNTA EJE BAJO 608/708,REPUESTOS,METALAUTO,MERCEDES BENZ,608,DIFERENCIAL,PESADA,0,0
META 160020010,BUJE PERNO PUNTA EJE BAJO 709/710,REPUESTOS,METALAUTO,MERCEDES BENZ,709,DIFERENCIAL,PESADA,0,0
META 160020011,BUJE PERNO PUNTA EJE ALTO 709/710,REPUESTOS,METALAUTO,MERCEDES BENZ,709,DIFERENCIAL,PESADA,0,0
MAH B76219 0.50,CASQUILLO BIELA SC 0.50  SC 8CIL.S/RANURA,REPUESTOS,MAHLE,Sin Color,VARIOS,MOTOR,PESADA,0,0
MAH S48410 STD,PISTON MOTOR C/ARO MB STD M/N OM366 SENCILLO,REPUESTOS,MAHLE,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
MAH B76082 STD,CASQUILLO BIELA SC STD SC 6 CIL.,REPUESTOS,MAHLE,SCANIA,VARIOS,MOTOR,PESADA,0,0
MAH A68150 STD,ARO COMPRESOR SC/VL M/N STD,REPUESTOS,MAHLE,SCANIA,VARIOS,COMPRESOR,PESADA,0,0
MET P-1195 STD,PISTON MOTOR STD 352 TURBO 3R.C/REBAJE,REPUESTOS,METAL LEVE,MERCEDES BENZ,OM352,MOTOR,PESADA,0,0
MET K-9119,KIT MOTOR SC124 SERIE 400 ARTICULADO,REPUESTOS,METAL LEVE,SCANIA,124,MOTOR,PESADA,0,0
DIE 1319557,VALVULA AUXILIAR CAJA GR900 DIESEL TECNIC,REPUESTOS,DIESEL TECHNIC,Sin Color,VARIOS,CAJA ZF,PESADA,0,0
DIE 1.22132,AMORTIGUADOR PARRILLA CORTO SC113 DIESEL TECHNIC,REPUESTOS,DIESEL TECHNIC,SCANIA,113,ACCESORIOS,PESADA,0,0
DIE 10020,BUJE BIELA SC P93/94,REPUESTOS,DIESEL TECHNIC,SCANIA,P93/94,MOTOR,PESADA,0,0
PRIO 537194,BOMBA DE EMBR.SC112,REPUESTOS,WAYSER,SCANIA,112,EMBRAGUES,PESADA,0,0
FLEX ER103,MANO AMIGA P/RODOAR,REPUESTOS,FLEXIL,Sin Color,VARIOS,RUEDA,PESADA,0,0
FLEX LC101,PISTOLITA DE AIRE COMPLETA 2710,REPUESTOS,FLEXIL,Sin Color,VARIOS,RUEDA,PESADA,0,0
FLEX FX105,FLEXIBLE CARRETA P/PULMON DE FRENO M/N 2170 P Y T,REPUESTOS,FLEXIL,MERCEDES BENZ,OM366,FRENOS,PESADA,0,0
SCH 10.177,BOMBA DE ACEITE VOLVO NL12 SCHADEK,REPUESTOS,SCHADEK,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SCH 10.228,BOMBA DE ACEITE SC P94 SCHADEK,REPUESTOS,SCHADEK,Sin Color,VARIOS,MOTOR,Sin linea,0,0
SCH 11.169,VALVULA ALIVIO M/N ORIG.COMPLETO,REPUESTOS,SCHADEK,MERCEDES BENZ,OM366,MOTOR,PESADA,0,0
GOO 5326,AMORTIGUADOR CABINA SC S4 GOMA SOLO,REPUESTOS,GOOD YEAR,Sin Color,VARIOS,SYD,Sin linea,0,0
TRA 1511871,TRAVA CAPOT SC T124,REPUESTOS,TRAMONTINA,Sin Color,VARIOS,LYA,PESADA,0,0
JUN 378299,JUNTA BALANCIN SC P93,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MOTOR,Sin linea,0,0
KOY 6312 NR,RULEMAN 6312 KOYO CAJA SC,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
POR PH 3511,TERMINAL PALANCA CAMBIO SC112 HEMBRA DER.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CAJA ZF,Sin linea,0,0
POR PH 3512,TERMINAL PALANCA CAMBIO SC112 HEMBRA IZQ.,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,CYD,Sin linea,0,0
SIN 027,PORTA FOCO SE�ALERO 1 FILAMENTO SC SINASUL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
RN 6004,FARO SE�ALERO DEL.SC112 (D),REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
ORG FM-69LE,FARO DEL.PICUDO REDONDO DOBLE ISQ.ORGUS,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
SIN 1188 VD,FARO TECHO OMNIBUS EMBUTIDO VERDE SINASUL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
SC-1266,TAPA FARO SE�ALERO SC TIPO VW BICOLOR,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,ELE,Sin linea,0,0
ALK 1/2,ARANDELA LISA 1/2,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FERRETERIA,Sin linea,0,0
LON L-497 STD NA,FIBRA FR.SV226 LONAFLEX 497 STD NA,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,FRENOS,Sin linea,0,0
GRA 205DG,BRAZO INTERNO L/PARABRISA LARGO VOLVO N10/12 GRANERO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
SIN 1118 VD,FARO CUADRADO GRANDE VERDE SINASUL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
GRA 205EP,BRAZO INTERNO L/PARABRISA CORTO VOLVO N10/12 GRANERO,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,LYA,Sin linea,0,0
KG 33019,RULEMAN 33019 KG M/N M.TRAS.GRANDE,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
FRA VV290 XX,"FIBRA FR.VV290 FRASLE VV290 XX 10""TRAS.VOLVO",REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,MYF,Sin linea,0,0
SC 1354980,VENTILADOR SC 124  74mm,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,PESADA,0,0
SIN 2023.24 LD,FARO SE�ALERO TRAS. UNIVERSAL,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
SC 1375428,SOPORTE CARCAZA FARO SERIE 4 L/D,REPUESTOS,COMPRA LOCAL,Sin Color,VARIOS,Sin Grupo,Sin linea,0,0
MB-948,PLAQUETA EMBRAGUE 1313 COMPLETO,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,1313,EMBRAGUES,PESADA,0,0
MB-4442,RODILLO CANASTA 1� ZF,REPUESTOS,COMPRA LOCAL,MERCEDES BENZ,VARIOS,CAJA ZF,PESADA,0,0
SC 538191,GUARDABARRO TRAS.SC 112/3,REPUESTOS,COMPRA LOCAL,SCANIA,113,LYA,PESADA,0,0
CIP 322289,ARANDELA CIG�E�AL 4 AGUJ. CIPEC,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,MOTOR,PESADA,0,0
AMO 1675201,AMORTIGUADOR CABINA S/RESORTE R112/3,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,SYD,PESADA,0,0
AMO 1675201.O,AMORTIGUADOR CABINA C/RESORTE R112/3,REPUESTOS,COMPRA LOCAL,SCANIA,112/3,SYD,PESADA,0,0
